Pathways	Species	Common-Name	Object ID	Taxonomic-Range	Synonyms
PWY-7512	TAX-1796606 // TAX-657395	3,5,6-trichloro-2-pyridinol degradation	PWY-7512	TAX-2	TCP degradation
PWY-6084	TAX-65741 // TAX-80866 // TAX-69003 // TAX-244562 // TAX-393999 // TAX-140098 // TAX-264198 // ORG-6081	3,5-dichlorocatechol degradation	PWY-6084	TAX-2	
PWY-7076	TAX-74649 // TAX-128735	3,5-dimethoxytoluene biosynthesis	PWY-7076	TAX-58024	DMT biosynthesis
PWY-7562	TAX-943941 // TAX-342610 // TAX-100226 // TAX-1116375	3,6-anhydro-&alpha;-L-galactopyranose degradation	PWY-7562	TAX-2	
CHLOROPHYLL-SYN	TAX-3055 // TAX-3041 // TAX-35883 // TAX-4097 // TAX-28068 // TAX-1148 // TAX-4565 // ORG-5993	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)	CHLOROPHYLL-SYN	TAX-2763 // TAX-33682 // TAX-2 // TAX-33090	light-dependent aerobic 3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I
PWY-5531	TAX-194439 // TAX-1049 // TAX-1097 // TAX-1061 // TAX-1063 // TAX-1076 // TAX-1085 // TAX-28068	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis II (anaerobic)	PWY-5531	TAX-2	
PWY-7159	TAX-1184 // TAX-1197 // TAX-28068 // TAX-1148 // TAX-197221	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis III (aerobic, light independent)	PWY-7159	TAX-241806 // TAX-2 // TAX-1117 // TAX-3041 // TAX-3208	light-independent aerobic 3,8-divinyl-chlorophyllide <i>a</i> biosynthesis
PWY-5886	TAX-1423 // TAX-89630 // TAX-9606 // TAX-287 // ORG-5993	3-(4-hydroxyphenyl)pyruvate biosynthesis	PWY-5886	TAX-2157 // TAX-2759 // TAX-2	4-hydroxyphenylpyruvic acid biosynthesis // 4-hydroxyphenylpyruvate biosynthesis
PWY-7521	TAX-399795	3-(4-sulfophenyl)butanoate degradation	PWY-7521	TAX-1224	
PWY-5029	TAX-285 // TAX-80866 // TAX-566546	3-(imidazol-5-yl)lactate salvage	PWY-5029	TAX-1224	imidazole-lactate salvage
PWY-7304	TAX-65497 // TAX-68264 // TAX-149682	3-amino-4,7-dihydroxy-coumarin biosynthesis	PWY-7304	TAX-201174	
PWY-5979	TAX-33910 // TAX-285531 // TAX-42684 // TAX-1912 // TAX-1914	3-amino-5-hydroxybenzoate biosynthesis	PWY-5979	TAX-201174	aminoshikimate pathway
PWY-6451	TAX-202612	3-carene biosynthesis	PWY-6451	TAX-33090	
PWY-6088	TAX-65741 // TAX-264198 // ORG-6076 // ORG-6075 // ORG-6081	3-chlorobenzoate degradation I (via chlorocatechol)	PWY-6088	TAX-2	
PWY-6216	TAX-285	3-chlorobenzoate degradation II (via protocatechuate)	PWY-6216	TAX-2	
PWY-6228	TAX-40324 // ORG-6104	3-chlorobenzoate degradation III (via gentisate)	PWY-6228	TAX-2	
PWY-6089	TAX-393999 // TAX-65741 // TAX-65067 // TAX-264198 // ORG-6076 // ORG-6071	3-chlorocatechol degradation I (<i>ortho</i>)	PWY-6089	TAX-2	
PWY-6193	ORG-6091	3-chlorocatechol degradation II (<i>ortho</i>)	PWY-6193	TAX-2	
PWY-6214	TAX-231957 // ORG-6098 // ORG-6097 // ORG-6096	3-chlorocatechol degradation III (<i>meta</i> pathway)	PWY-6214	TAX-2	
PWY-6103	TAX-393999	3-chlorotoluene degradation I	PWY-6103	TAX-2	
PWY-6104	ORG-6080 // ORG-5948	3-chlorotoluene degradation II	PWY-6104	TAX-2	
PWY-6164	TAX-1423 // TAX-511145 // TAX-71421 // TAX-4102 // TAX-4932 // TAX-90371	3-dehydroquinate biosynthesis I	PWY-6164	TAX-3041 // TAX-2763 // TAX-287987 // TAX-5204 // TAX-2836 // TAX-4762 // TAX-4890 // TAX-5794 // TAX-33090 // TAX-2	
PWY-6160	TAX-2190 // TAX-39152	3-dehydroquinate biosynthesis II (archaea)	PWY-6160	TAX-2157	
PWY-7717	TAX-1892	3-hydroxy-4-methyl-anthranilate biosynthesis I	PWY-7717	TAX-85011	3-hydroxy-4-methyl-anthranilic acid biosynthesis I
PWY-7765	TAX-457432	3-hydroxy-4-methyl-anthranilate biosynthesis II	PWY-7765	TAX-2	3-hydroxy-4-methyl-anthranilic acid biosynthesis II
PWY-7648	TAX-41736	3-hydroxy-4-methyl-proline biosynthesis	PWY-7648	TAX-4751	
PWY-7649	TAX-41736	3-hydroxy-<i>L</i>-homotyrosine biosynthesis	PWY-7649	TAX-4751	
PWY-5743	TAX-152260 // TAX-1108 // TAX-120962 // TAX-357808	3-hydroxypropanoate cycle	PWY-5743	TAX-200795	3-hydroxypropionate/malyl-CoA cycle // 3-hydroxypropionate cycle
PWY-5789	TAX-444157 // TAX-43687 // TAX-111955	3-hydroxypropanoate/4-hydroxybutanate cycle	PWY-5789	TAX-28889	3-HP/4-HB cycle // 3-hydroxypropionate/4-hydroxybutyrate cycle
PWY-7733	TAX-349725 // TAX-497689 // ORG-6291	3-hydroxyquinaldate biosynthesis	PWY-7733	TAX-2	3-hydroxyquinaldic acid biosynthesis
PWY66-387	TAX-9606 // TAX-10116	3-methyl-branched fatty acid &alpha;-oxidation	PWY66-387	TAX-33208	&beta;-methyl-branched fatty acid &alpha;-oxidation
PWY-6511	TAX-321 // TAX-1295550	3-methylarginine biosynthesis	PWY-6511	TAX-2	
PWY-6871	TAX-511145 // TAX-1358 // TAX-4932	3-methylbutanol biosynthesis (engineered)	PWY-6871	TAX-4891 // TAX-2	
PWY-721	ORG-5890	3-methylquinoline degradation	PWY-721	TAX-1224	
PWY-5389	TAX-571 // TAX-573 // TAX-4530	3-methylthiopropanoate biosynthesis	PWY-5389	TAX-2 // TAX-33090	methylthiopropionate biosynthesis
PWY-2361	TAX-65741 // TAX-471 // TAX-196627 // TAX-303 // ORG-5953	3-oxoadipate degradation	PWY-2361	TAX-201174 // TAX-4751 // TAX-1224	&beta;-ketoadipate degradation
PWY0-1277	TAX-511145	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	PWY0-1277	TAX-1224	3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation
HCAMHPDEG-PWY	TAX-511145	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	HCAMHPDEG-PWY	TAX-1224	3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation to 2-oxopent-4-enoate
P281-PWY	TAX-78509	3-phenylpropanoate degradation	P281-PWY	TAX-2157 // TAX-2	3-phenylpropionate degradation // 3-phenylpropionic acid degradation
PWY-6352	TAX-4932 // TAX-10116 // TAX-9606	3-phosphoinositide biosynthesis	PWY-6352	TAX-2759	phosphatidylinositol-3,4-bisphosphate biosynthesis // phosphatidylinositol 3-phosphate biosynthesis // phosphatidylinositol-3,4,5-triphosphate biosynthesis
PWY-6368	TAX-9606	3-phosphoinositide degradation	PWY-6368	TAX-2759	phosphatidyl-inositol 3,4,5-trisphosphate degradation
PWY-6634	TAX-264198 // TAX-89187 // TAX-246200	3-sulfopropanediol degradation I	PWY-6634	TAX-2	DHPS degradation // 2,3-dihydroxypropane-1-sulfonate degradation
PWY-8214	TAX-1147123 // TAX-2480627 // TAX-160453 // TAX-1650663 // TAX-2053555 // TAX-154046 // TAX-167642 // TAX-1134687 // TAX-571 // TAX-1898203 // TAX-1607 // TAX-754436 // TAX-398199 // TAX-230495 // TAX-685 // TAX-689 // TAX-265668 // TAX-391591 // TAX-198815	3-sulfopropanediol degradation II	PWY-8214	TAX-2	DHPS degradation II // 2,3-dihydroxypropane-1-sulfonate degradation II
PWY-8215	TAX-35833 // TAX-899 // TAX-1592317 // TAX-876 // TAX-466107	3-sulfopropanediol degradation III	PWY-8215	TAX-2	DHPS degradation III // 2,3-dihydroxypropane-1-sulfonate degradation III
PWY-8353	TAX-629265	3-thia-L-glutamate biosynthesis	PWY-8353	TAX-2	
PWY-7956	TAX-1869227	3-[(<i>E</i>)-2-isocyanoethenyl]-1<i>H</i>-indole biosynthesis	PWY-7956	TAX-2	
PWY-7497	TAX-127999	3&beta;-hydroxysesquiterpene lactone biosynthesis	PWY-7497	TAX-33090	
PWY-8113	TAX-412963	3PG-factor 420 biosynthesis	PWY-8113	TAX-1224	F420 biosynthesis III // coenzyme F420 biosynthesis III
PWY-6767	TAX-318114	4,4'-diapolycopenedioate biosynthesis	PWY-6767	TAX-2	
PWY-7898	ORG-6345	4,4'-disulfanediyldibutanoate degradation	PWY-7898	TAX-2	4,4'-dithiodibutanoate degradation // 4,4'-disulfanyldibutanoic acid degradation // 4,4'-dithiodibutyrate degradation // 4,4'-disulfanyldibutanoate degradation
PWY-6093	TAX-393999 // TAX-65067	4,5-dichlorocatechol degradation	PWY-6093	TAX-2	
PWY-6890	TAX-181486 // TAX-224308 // TAX-511145 // TAX-90371 // ORG-5993	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I	PWY-6890	TAX-33090 // TAX-33630 // TAX-2157 // TAX-2	HMP-PP biosynthesis
PWY-7282	TAX-4932 // TAX-559292	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	PWY-7282	TAX-4751	
PWY-7006	TAX-170622	4-amino-3-hydroxybenzoate degradation	PWY-7006	TAX-2	
PWY-6543	TAX-511145 // TAX-3847 // TAX-4530 // TAX-4081 // TAX-1911 // ORG-5993	4-aminobenzoate biosynthesis I	PWY-6543	TAX-4751 // TAX-2157 // TAX-2 // TAX-33090	pABA biosynthesis I // plastidial PABA biosynthesis // PABA biosynthesis in plastids // <i>p</i>-aminobenzoate biosynthesis I
PWY-8276	TAX-1392 // TAX-272558 // TAX-224308 // TAX-326423 // TAX-41431 // TAX-391008 // TAX-405441	4-aminobenzoate biosynthesis II	PWY-8276	TAX-2	pABA biosynthesis II // <i>p</i>-aminobenzoate biosynthesis II
PWY-8281	TAX-272561 // TAX-1613 // TAX-915	4-aminobenzoate biosynthesis III	PWY-8281	TAX-2	pABA biosynthesis III // <i>p</i>-aminobenzoate biosynthesis III
PWY-6535	TAX-1423 // TAX-511145 // TAX-566546 // TAX-9606 // TAX-287 // TAX-294 // TAX-4081 // TAX-1911	4-aminobutanoate degradation I	PWY-6535	TAX-33154 // TAX-33090 // TAX-2	&gamma;-amino-butyrate shunt // GABA degradation // 4-aminobutyrate degradation I // 4-aminobutanoic acid degradation I
PWY-6537	TAX-106590 // TAX-511145	4-aminobutanoate degradation II	PWY-6537	TAX-4751 // TAX-2	4-aminobutyrate degradation II // 4-aminobutanoic acid degradation II
PWY-6536	TAX-287 // TAX-294 // TAX-381666 // TAX-4932 // TAX-1911	4-aminobutanoate degradation III	PWY-6536	TAX-4751 // TAX-2	&gamma;-amino-butyrate shunt // GABA degradation // 4-aminobutyrate degradation III // 4-aminobutanoic acid degradation III
PWY-6473	TAX-4081 // ORG-5862	4-aminobutanoate degradation IV	PWY-6473	TAX-33090	GABA metabolism during fruit ripening // 4-aminobutyrate degradation IV // 4-aminobutanoic acid degradation IV
PWY-5022	TAX-33953	4-aminobutanoate degradation V	PWY-5022	TAX-1239	GABA degradation // 4-aminobutyrate degradation V // 4-aminobutanoic acid degradation V
PWY-7081	TAX-221273	4-aminophenol degradation	PWY-7081	TAX-1224	4-hydroxyaniline degradation
PWY-6086	TAX-80866 // TAX-244562 // TAX-69003 // TAX-264198	4-chloro-2-methylphenoxyacetate degradation	PWY-6086	TAX-2	MPCA degradation // 4-chloro-2-methylphenoxyacetic acid degradation
PWY-6215	TAX-71255 // TAX-75752 // TAX-72586 // ORG-6101 // ORG-6100	4-chlorobenzoate degradation	PWY-6215	TAX-2	
PWY-6087	TAX-65741 // TAX-65067 // TAX-264198 // ORG-6076	4-chlorocatechol degradation	PWY-6087	TAX-2	
PWY-5645	TAX-543891 // ORG-5961	4-chloronitrobenzene degradation	PWY-5645	TAX-2	1-chloro-4-nitrobenzene degradation
PWY-8002	TAX-258594 // TAX-502559	4-coumarate degradation (aerobic)	PWY-8002	TAX-2	<i>p</i>-coumarate degradation (aerobic)
PWY-7046	TAX-258594	4-coumarate degradation (anaerobic)	PWY-7046	TAX-2	<i>p</i>-coumarate degradation (anaerobic)
PWY-6507	TAX-198628 // TAX-511145 // TAX-554 // TAX-306 // TAX-211110 // ORG-6133	4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate degradation	PWY-6507	TAX-2	5-dehydro-4-deoxy-D-glucuronate degradation
PWY-6080	TAX-76114	4-ethylphenol degradation (anaerobic)	PWY-6080	TAX-2	
PWY-6661	TAX-57975 // TAX-287 // TAX-208964	4-hydroxy-2(1<i>H</i>)-quinolone biosynthesis	PWY-6661	TAX-2	DHQ biosynthesis // 4-hydroxy-2-quinolone biosynthesis
PWY-7112	TAX-9606 // TAX-10116 // TAX-9823	4-hydroxy-2-nonenal detoxification	PWY-7112	TAX-33208	4HNE detoxification
PWY-7303	TAX-65497 // TAX-149682	4-hydroxy-3-prenylbenzoate biosynthesis	PWY-7303	TAX-201174	3-dimethylallyl-4-hydroxybenzoate biosynthesis
PWY-7701	TAX-95324	4-hydroxy-4-methyl-L-glutamate biosynthesis	PWY-7701	TAX-33090 // TAX-4751	4-hydroxy-4-methylglutamate biosynthesis
PWY-7002	ORG-6204 // ORG-6205	4-hydroxyacetophenone degradation	PWY-7002	TAX-2	
PWY-5754	TAX-9606 // TAX-4932	4-hydroxybenzoate biosynthesis I (eukaryotes)	PWY-5754	TAX-2759	<i>p</i>-hydroxybenzoate biosynthesis I (eukaryotes)
PWY-5755	TAX-511145 // TAX-2190 // TAX-83332 // TAX-1148 // TAX-340	4-hydroxybenzoate biosynthesis II (bacteria)	PWY-5755	TAX-2157 // TAX-2	<i>p</i>-hydroxybenzoate biosynthesis II
PWY-6435	TAX-34254	4-hydroxybenzoate biosynthesis III (plants)	PWY-6435	TAX-33090	
PWY-6431	TAX-4039 // TAX-34254 // TAX-4113	4-hydroxybenzoate biosynthesis IV (plants)	PWY-6431	TAX-33090	p-hydroxybenzoate biosynthesis IV
PWY-6418	TAX-36599	4-hydroxycoumarin and dicoumarol biosynthesis	PWY-6418	TAX-33090	
PWY-8024	ORG-5993	4-hydroxyindole-3-carbonyl nitrile biosynthesis	PWY-8024	TAX-33090	
4-HYDROXYMANDELATE-DEGRADATION-PWY	TAX-5061 // TAX-294 // TAX-303	4-hydroxymandelate degradation	4-HYDROXYMANDELATE-DEGRADATION-PWY	TAX-4751 // TAX-2	
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	TAX-208964 // TAX-469 // TAX-37762 // TAX-498388 // TAX-566546 // TAX-573 // TAX-303 // ORG-6143	4-hydroxyphenylacetate degradation	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	TAX-1224	4-HPA degradation // homoprotocatechuate degradation // 4-hydroxyphenylacetic acid degradation
PWY-6185	TAX-5554 // TAX-264198 // TAX-395598	4-methylcatechol degradation (<i>ortho</i> cleavage)	PWY-6185	TAX-4751 // TAX-2	
PWY-7700	ORG-5936 // ORG-6283	4-methylphenol degradation to protocatechuate	PWY-7700	TAX-1224	<i>p</I>-cresol degradation to protocatechuate
PWY-7963	TAX-2378 // TAX-29466	4-methylphenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	PWY-7963	TAX-2	<i>p</i>-cresolyl adenosylcobamide biosynthesis
PWY-2381	TAX-80866 // TAX-329 // ORG-5960 // ORG-5973	4-nitrobenzoate degradation	PWY-2381	TAX-1224	<i>p</i>-nitrobenzoate degradation
PWY-5487	TAX-292 // TAX-475 // TAX-633150 // TAX-486399 // TAX-690235 // TAX-165468 // ORG-6172 // ORG-5947 // ORG-5968	4-nitrophenol degradation I	PWY-5487	TAX-1224	<i>p</i>-nitrophenol degradation I
PWY-5488	TAX-1667 // TAX-1421 // TAX-633150 // TAX-37919 // TAX-129133 // TAX-336938 // TAX-46429 // TAX-262099 // ORG-6211	4-nitrophenol degradation II	PWY-5488	TAX-2	<i>p</i>-nitrophenol degradation II
P421-PWY	ORG-5960 // ORG-5973	4-nitrotoluene degradation I	P421-PWY	TAX-1224	4-nitrotoluene catabolism I
PWY-5644	ORG-5918	4-nitrotoluene degradation II	PWY-5644	TAX-2	
PWY-7948	TAX-160488 // TAX-10116	4-oxopentanoate degradation	PWY-7948	TAX-33208 // TAX-2	levulinate degradation
PWY-6041	TAX-65786 // TAX-80866 // ORG-6047	4-sulfocatechol degradation	PWY-6041	TAX-2	
4TOLCARBDEG-PWY	ORG-5891	4-toluenecarboxylate degradation	4TOLCARBDEG-PWY	TAX-1224	4-toluate degradation
TOLSULFDEG-PWY	ORG-5891	4-toluenesulfonate degradation I	TOLSULFDEG-PWY	TAX-1224	
PWY-5165	TAX-108557	4-toluenesulfonate degradation II	PWY-5165	TAX-1224	
PWY-8130	TAX-1076 // TAX-1085	5'-deoxyadenosine degradation I	PWY-8130	TAX-2	5'-deoxyadenosine salvage I
PWY-8131	TAX-1392 // TAX-1396 // TAX-1428 // TAX-1491 // TAX-1513 // TAX-1322345 // TAX-1302237	5'-deoxyadenosine degradation II	PWY-8131	TAX-2	5'-deoxyadenosine salvage II
PWY-6340	TAX-502559	5,5'-dehydrodivanillate degradation	PWY-6340	TAX-2	
PWY-5523	TAX-1404 // TAX-1423 // TAX-43354 // TAX-1744 // TAX-1061 // TAX-382 // ORG-6144	5,6-dimethylbenzimidazole biosynthesis I (aerobic)	PWY-5523	TAX-2	DMB biosynthesis I
PWY-7729	TAX-33952 // TAX-281689 // TAX-1736	5,6-dimethylbenzimidazole biosynthesis II (anaerobic)	PWY-7729	TAX-2	DMB biosynthesis II
PWY0-1554	TAX-511145	5-(methoxycarbonylmethoxy)uridine biosynthesis	PWY0-1554	TAX-2	cmo<sup>5</sup>U34 tRNA biosynthesis // 5-oxyacetyluridine biosynthesis // 5-(carboxymethoxy)uridine biosynthesis
PWY-6121	TAX-9606 // TAX-1423 // TAX-511145 // TAX-4932 // TAX-90371 // ORG-5993	5-aminoimidazole ribonucleotide biosynthesis I	PWY-6121	TAX-2 // TAX-2759	
PWY-6122	TAX-511145 // TAX-2190	5-aminoimidazole ribonucleotide biosynthesis II	PWY-6122	TAX-2157 // TAX-2	
PWY-6102	TAX-264198 // TAX-393999	5-chloro-3-methyl-catechol degradation	PWY-6102	TAX-2	
PWY-7101	TAX-39947 // TAX-3888 // ORG-5993	5-deoxystrigol biosynthesis	PWY-7101	TAX-33090	
PWY-7641	TAX-1155739	5-hexynoate biosynthesis	PWY-7641	TAX-2	
PWY-8097	TAX-28187 // TAX-767817 // TAX-439235 // TAX-1167006 // TAX-485916 // TAX-646529 // TAX-768706 // TAX-589865 // TAX-243231 // TAX-1041930 // TAX-269797 // TAX-29543	5-hydroxybenzimidazole biosynthesis (anaerobic)	PWY-8097	TAX-2157 // TAX-2	
PWY-7969	TAX-2161 // TAX-2198 // TAX-2221 // TAX-2208 // TAX-79929 // TAX-29543	5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	PWY-7969	TAX-2157 // TAX-2	
PWY-6995	TAX-148447 // TAX-68895 // TAX-887061 // TAX-34071	5-hydroxymethylfurfural degradation	PWY-6995	TAX-2	
PWY-8095	TAX-1497 // TAX-760568	5-methoxy-6-methylbenzimidazole biosynthesis (anaerobic)	PWY-8095	TAX-2	
PWY-7966	TAX-1497	5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	PWY-7966	TAX-2	
PWY-8096	TAX-398767 // TAX-1094980 // TAX-1525 // TAX-1089553	5-methoxybenzimidazole biosynthesis (anaerobic)	PWY-8096	TAX-2157 // TAX-2	
PWY-7967	TAX-1525	5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	PWY-7967	TAX-2	
PWY-7968	TAX-2234 // TAX-2296 // TAX-894 // TAX-2223 // TAX-1744 // TAX-2303	5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	PWY-7968	TAX-2157 // TAX-2	
PWY-7543	TAX-36630	5-<i>N</i>-acetylardeemin biosynthesis	PWY-7543	TAX-1131492 // TAX-4751	
PWY-7044	TAX-722413	5-nitroanthranilate degradation	PWY-7044	TAX-2	
PWY-7942	TAX-1423 // TAX-511145 // TAX-9606 // TAX-34 // TAX-303 // TAX-10116 // TAX-4932 // TAX-1280	5-oxo-L-proline metabolism	PWY-7942	TAX-2759 // TAX-2 // TAX-2157	L-pyroglutamate metabolism
PWY-7911	TAX-47427 // TAX-47429	6'-dechloromelleolide F biosynthesis	PWY-7911	TAX-5204	
PWY-5161	TAX-13449 // TAX-101596	6'-deoxychalcone metabolism	PWY-5161	TAX-3398	
PWY-5061	TAX-46348 // TAX-3847 // TAX-49827 // TAX-57577	6,7,4'-trihydroxyisoflavone biosynthesis	PWY-5061	TAX-3803	
PWY-8297	TAX-58347 // TAX-66896	6-diazo-5-oxo-L-norleucine biosynthesis	PWY-8297	TAX-2	
PWY-6920	TAX-34254 // TAX-39947 // TAX-4932	6-gingerol analog biosynthesis (engineered)	PWY-6920		
PWY-6835	TAX-136217 // TAX-94328	6-gingerol biosynthesis	PWY-6835	TAX-4642	
PWY-6147	TAX-511145 // TAX-1358 // TAX-4530 // TAX-3888 // TAX-4932 // TAX-4081 // TAX-3562 // ORG-5993	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	PWY-6147	TAX-4751 // TAX-33090 // TAX-2	
PWY-6797	TAX-2190 // TAX-2210	6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (<i>Methanocaldococcus</i>)	PWY-6797	TAX-2157	
PWY-7539	TAX-813	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	PWY-7539	TAX-810	
PWY-7852	TAX-44056 // TAX-1491 // TAX-2850 // TAX-4787 // TAX-36329 // TAX-35128	6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium)	PWY-7852	TAX-203691 // TAX-203682 // TAX-1239 // TAX-57723 // TAX-200795 // TAX-33634 // TAX-33630	
PWY-7853	TAX-2261	6-hydroxymethyl-dihydropterin diphosphate biosynthesis V (<i>Pyrococcus</i>)	PWY-7853	TAX-183968	
PWY-4922	TAX-4039	6-methoxymellein biosynthesis	PWY-4922	TAX-4037	
PWY-5479	TAX-407263 // TAX-407264	6-methoxypodophyllotoxin biosynthesis	PWY-5479	TAX-58024	
PWY-7811	TAX-1894 // TAX-1927 // TAX-1265868	6-methylpretetramide biosynthesis	PWY-7811	TAX-2	
PWY-8364	TAX-671266 // TAX-446660 // TAX-84112 // TAX-242230 // TAX-471189 // TAX-1335613 // TAX-230658 // TAX-747645	7,8-dimethylmenaquinone biosynthesis	PWY-8364	TAX-84998	DMMK biosynthesis
PWY-7286	TAX-2190 // TAX-29292 // TAX-53953	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	PWY-7286	TAX-28890	yW-72 biosynthesis
PWY-7155	TAX-3055	7-dehydroporiferasterol biosynthesis	PWY-7155	TAX-3041	
PWY-6519	TAX-83332 // TAX-1237085 // TAX-511145 // TAX-401614 // TAX-71421 // TAX-85962 // TAX-93059	8-amino-7-oxononanoate biosynthesis I	PWY-6519	TAX-651137 // TAX-2	7-keto-8-aminopelargonate biosynthesis I
PWY-7147	TAX-1423 // TAX-224308	8-amino-7-oxononanoate biosynthesis II	PWY-7147	TAX-2	7-keto-8-aminopelargonate biosynthesis II
PWY-6578	TAX-1404 // TAX-1423 // TAX-224308 // TAX-1421 // TAX-405 // TAX-300	8-amino-7-oxononanoate biosynthesis III	PWY-6578	TAX-2182 // TAX-2	7-keto-8-aminopelargonate biosynthesis III
PWY-8203	TAX-176299 // TAX-358	8-amino-7-oxononanoate biosynthesis IV	PWY-8203	TAX-28211	7-keto-8-aminopelargonate biosynthesis IV
PWY-7864	TAX-211586 // TAX-844	8-methylmenaquinone biosynthesis	PWY-7864	TAX-28890 // TAX-201174 // TAX-1224 // TAX-28889	
PWY-8076	TAX-4577	8-<i>O</i>-methylated benzoxazinoid glucoside biosynthesis	PWY-8076	TAX-4479	
PWY-7689	TAX-5127 // TAX-169388	8-<i>O</i>-methylfusarubin biosynthesis	PWY-7689	TAX-4751	
PWY-6502	TAX-511145 // TAX-9606 // TAX-4932 // ORG-5993	8-oxo-(d)GTP detoxification I	PWY-6502	TAX-33154 // TAX-33090 // TAX-2	oxidized GTP and dGTP detoxification I // oxidized guanosine triphosphate and deoxyguanosine triphosphate detoxification I // 8-oxo-7,8-dihydro-guanosine-triphosphate and 8-oxo-7,8-dihydro-deoxyguanosine-triphosphate I
PWY-8061	TAX-224308 // TAX-83332	8-oxo-(d)GTP detoxification II	PWY-8061	TAX-33154 // TAX-33090 // TAX-2	oxidized GTP and dGTP detoxification II // oxidized guanosine triphosphate and deoxyguanosine triphosphate detoxification II // 8-oxo-7,8-dihydro-guanosine-triphosphate and 8-oxo-7,8-dihydro-deoxyguanosine-triphosphate II
PWY-7340	TAX-4932	9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	PWY-7340	TAX-4751	
PWY-8141	TAX-2426	9-decynoate biosynthesis	PWY-8141	TAX-2	
PWY-5407	TAX-4513 // TAX-4113 // TAX-4081	9-lipoxygenase and 9-allene oxide synthase pathway	PWY-5407	TAX-33090	9-LOX and 9-AOS pathway
PWY-5408	TAX-3659 // TAX-4530	9-lipoxygenase and 9-hydroperoxide lyase pathway	PWY-5408	TAX-33090	9-LOX and 9-HPL pathway // 9-oxo-nonanoate biosynthesis
PWY-5380	TAX-3617	A series fagopyritols biosynthesis	PWY-5380	TAX-3524	fagopyritol A1 biosynthesis
PWY-7878	TAX-1911 // TAX-455632	A-factor &gamma;-butyrolactone biosynthesis	PWY-7878	TAX-1760	2-isocapryloyl-3<i>R</i>-hydroxymethyl-&gamma;-butyrolactone biosynthesis // (4R)-4-(hydroxymethyl)-3-(6-methylheptanoyl)oxolan-2-one biosynthesis
PWY-7832	TAX-9606	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide	PWY-7832	TAX-33208	
PWY-7831	TAX-9606	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide	PWY-7831	TAX-33208	
PWY-5411	TAX-3339 // TAX-3352 // TAX-3329 // TAX-46611	abietic acid biosynthesis	PWY-5411	TAX-3313	
PWY-695	TAX-4081 // TAX-4113 // ORG-5993	abscisic acid biosynthesis	PWY-695	TAX-3193	ABA synthesis
PWY4FS-17	TAX-4513 // TAX-4081 // TAX-4113	abscisic acid biosynthesis shunt	PWY4FS-17	TAX-33090	abscisate biosynthesis shunt // ABA shunt
PWY-5272	TAX-3914 // ORG-5993	abscisic acid degradation by glucosylation	PWY-5272	TAX-3193	abscisic acid inactivation // abscisic acid degradation II // ABA conjugation pathway // abscisic acid conjugation pathway
PWY-7642	TAX-15371 // TAX-4577	abscisic acid degradation to 7'-hydroxyabscisate	PWY-7642	TAX-33090	
PWY-7640	ORG-5993	abscisic acid degradation to neophaseic acid	PWY-7640	TAX-33090	
PWY-5271	TAX-4513 // ORG-5993	abscisic acid degradation to phaseic acid	PWY-5271	TAX-3398	abscisate degradation I // abscisic acid degradation I // ABA hydroxylation pathway // abscisic acid hydroxylation pathway // 8'-hydroxylation pathway
PWY-7800	TAX-9606	Ac/N-end rule pathway	PWY-7800	TAX-2759	N-Terminal acetylation-targeted N-End Rule pathway
PWY-5119	TAX-3570 // TAX-35938	acacetin biosynthesis	PWY-5119	TAX-3398	
